"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Broodjes";"Broodje Bal (in jus)";"2.00";"14.87";"13.64";"1.23";"9.00";"2.13"
"Broodjes";"Broodje Gegrilde Groente";"2.00";"16.50";"15.14";"1.36";"9.00";"0.00"
"Broodjes";"Croissant (belegd)";"4.00";"25.00";"22.93";"2.07";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"1.00";"6.95";"6.38";"0.57";"9.00";"0.00"
"Gebak";"Appeltaart";"7.00";"29.75";"27.30";"2.45";"9.00";"0.00"
"Gebak";"Carrot Cake";"1.00";"3.95";"3.62";"0.33";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"3.00";"15.75";"14.45";"1.30";"9.00";"0.00"
"Gebak";"Plaatgebak  (vegan,  lactosearm)";"1.00";"4.75";"4.36";"0.39";"9.00";"0.00"
"Gebak";"Slagroom";"5.00";"2.50";"2.29";"0.21";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Rood";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Coca Cola";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Sparkling Lemon";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Cranberry";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner 0.0";"1.00";"3.75";"3.44";"0.31";"9.00";"0.00"
"Soepen";"Seizoenssoep";"2.00";"15.00";"13.76";"1.24";"9.00";"0.00"
"Soepen";"Tomatensoep";"3.00";"20.85";"19.14";"1.71";"9.00";"0.00"
"Warme Dranken";"Cappuccino";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Warme Dranken";"Koffie";"20.00";"65.00";"59.61";"5.39";"9.00";"0.00"
"Warme Dranken";"Latte Macchiato";"1.00";"4.25";"3.90";"0.35";"9.00";"0.00"
"Warme Dranken";"Thee";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Wraps";"Wrap Zalm";"2.00";"14.50";"13.30";"1.20";"9.00";"0.00"